id, minutes, ingredients, simple
481719, 155, 12, 0
303234, 10, 5, 1
216042, 30, 12, 0
324788, 75, 17, 0
75196, 30, 10, 0
98218, 10, 5, 1
226925, 50, 14, 0
156801, 120, 18, 0
55052, 150, 6, 0
172921, 120, 16, 0
438220, 60, 16, 0
182140, 23, 7, 0
234422, 35, 8, 0
151163, 65, 7, 0
72801, 15, 6, 0
20985, 30, 10, 0
511793, 65, 11, 0
175605, 50, 5, 0
374191, 10, 5, 1
129537, 15, 8, 0
21093, 72, 12, 0
76826, 15, 5, 1
179183, 50, 9, 0
341627, 25, 10, 0
264940, 25, 9, 0
429494, 25, 7, 0
227173, 15, 4, 1
137904, 30, 11, 0
93106, 2, 9, 0
231087, 9, 4, 1
530365, 35, 13, 0
277254, 180, 11, 0
112785, 45, 6, 0
389831, 50, 12, 0
102771, 90, 13, 0
276174, 140, 10, 0
423480, 35, 4, 0
64730, 28, 7, 0
53545, 60, 6, 0
187480, 30255, 2, 0
101124, 15, 10, 0
238066, 20, 5, 1
27184, 22, 18, 0
29499, 15, 11, 0
39059, 17, 5, 1
482570, 45, 10, 0
394476, 75, 13, 0
107249, 7, 5, 1
467102, 23, 10, 0
105328, 10, 6, 0
13063, 28, 12, 0
78823, 35, 7, 0
5068, 10, 6, 0
151339, 60, 11, 0
26125, 25, 8, 0
213030, 20, 4, 1
13162, 25, 7, 0
326272, 75, 8, 0
123105, 135, 11, 0
327577, 445, 12, 0
21622, 190, 6, 0
135780, 50, 14, 0
181544, 50, 10, 0
330879, 19, 21, 0
72145, 50, 15, 0
110697, 80, 16, 0
40002, 5, 9, 0
401110, 25, 5, 0
29829, 20, 5, 1
184948, 30, 8, 0
208037, 60, 10, 0
179895, 125, 10, 0
271662, 60, 9, 0
169254, 5, 6, 0
139692, 70, 14, 0
367470, 35, 9, 0
320269, 40, 7, 0
245056, 2, 4, 1
374261, 120, 11, 0
355362, 10, 8, 0
214088, 25, 9, 0
130429, 90, 12, 0
46559, 36, 10, 0
206683, 35, 11, 0
450012, 60, 8, 0
116988, 80, 16, 0
84725, 200, 15, 0
157601, 85, 17, 0
192064, 495, 15, 0
291723, 23, 7, 0
295242, 34, 8, 0
234089, 40, 11, 0
140836, 50, 7, 0
118409, 20, 4, 1
249606, 15, 12, 0
165474, 525, 13, 0
235374, 5, 7, 0
367695, 4, 3, 1
423524, 1620, 13, 0
44696, 65, 8, 0
50529, 80, 11, 0
260579, 150, 8, 0
482051, 25, 11, 0
294579, 20, 7, 0
96092, 70, 4, 0
274300, 435, 12, 0
324439, 65, 17, 0
246987, 35, 10, 0
482089, 20, 7, 0
160067, 30, 13, 0
95887, 27, 9, 0
16108, 40, 9, 0
12314, 20, 5, 1
230377, 60, 13, 0
169642, 45, 17, 0
70268, 95, 23, 0
166834, 20, 8, 0
495590, 46, 5, 0
294753, 5, 6, 0
293498, 370, 8, 0
54238, 60, 12, 0
313351, 10, 4, 1
287530, 5, 7, 0
284049, 8, 5, 1
200158, 25, 6, 0
153175, 75, 12, 0
122390, 30, 8, 0
378313, 60, 8, 0
109132, 40, 14, 0
255051, 30, 7, 0
22965, 101, 16, 0
224161, 40, 10, 0
411546, 15, 13, 0
112837, 15, 8, 0
410213, 20, 7, 0
225113, 90, 11, 0
110840, 60, 9, 0
220893, 15, 7, 0
142054, 145, 11, 0
258590, 15, 8, 0
71873, 180, 6, 0
92494, 32, 12, 0
85539, 7, 6, 0
103890, 50, 10, 0
342075, 40, 6, 0
218536, 35, 5, 0
269726, 23, 10, 0
74339, 12, 5, 1
349273, 80, 13, 0
132014, 20, 8, 0
378943, 97, 10, 0
173165, 150, 11, 0
154399, 45, 11, 0
404590, 12, 4, 1
17757, 30, 8, 0
81799, 45, 11, 0
218327, 40, 10, 0
248508, 20, 7, 0
166317, 60, 7, 0
116718, 130, 7, 0
514093, 15, 9, 0
133406, 50, 14, 0
353183, 50, 14, 0
396449, 55, 8, 0
284019, 35, 3, 0
261563, 50, 7, 0
370866, 160, 10, 0
420091, 5, 6, 0
70373, 16, 7, 0
30259, 5, 3, 1
157031, 40, 17, 0
295843, 60, 8, 0
423933, 3, 4, 1
291654, 35, 10, 0
460681, 60, 11, 0
133229, 55, 9, 0
191233, 35, 8, 0
63393, 20, 8, 0
430931, 245, 8, 0
353588, 5, 5, 1
414333, 375, 14, 0
195633, 55, 6, 0
285679, 30, 7, 0
6544, 15, 7, 0
425067, 30, 15, 0
465336, 25, 8, 0
68711, 70, 10, 0
305732, 25, 13, 0
328888, 10, 12, 0
213387, 180, 9, 0
245950, 25, 9, 0
155430, 170, 5, 0
80199, 1460, 20, 0
288609, 30, 11, 0
207648, 40, 4, 0
134039, 315, 13, 0
226594, 30, 7, 0
475098, 12, 6, 0
494536, 75, 9, 0
270343, 20, 3, 1
226458, 15, 6, 0
280326, 310, 12, 0
170386, 90, 13, 0
458183, 45, 10, 0
364566, 90, 17, 0
30793, 80, 11, 0
357014, 20, 8, 0
299982, 18, 11, 0
84538, 10, 3, 1
389651, 80, 8, 0
118317, 180, 21, 0
285274, 13, 7, 0
140361, 40, 15, 0
208385, 365, 7, 0
341572, 25, 8, 0
115880, 55, 7, 0
169402, 500, 9, 0
106970, 40, 9, 0
160764, 20, 8, 0
49087, 40, 7, 0
459459, 90, 9, 0
53605, 30, 6, 0
125564, 45, 6, 0
41350, 100, 8, 0
241575, 20, 6, 0
460479, 90, 9, 0
33763, 25, 13, 0
296860, 10, 7, 0
202806, 6, 5, 1
75684, 70, 7, 0
378563, 20, 5, 1
333702, 30, 7, 0
310855, 25, 8, 0
272899, 65, 8, 0
43893, 25, 4, 0
239307, 120, 13, 0
495757, 35, 5, 0
21254, 15, 9, 0
280252, 35, 9, 0
176500, 40, 9, 0
336459, 60, 19, 0
277615, 190, 9, 0
114827, 15, 11, 0
235806, 22, 8, 0
190108, 60, 19, 0
330644, 120, 16, 0
168311, 18, 8, 0
363473, 70, 10, 0
101137, 23, 12, 0
251977, 50, 10, 0
223136, 60, 13, 0
123300, 125, 8, 0
186280, 27, 7, 0
512082, 10, 9, 0
45659, 30, 9, 0
173786, 30, 9, 0
91770, 750, 10, 0
369023, 15, 6, 0
169122, 35, 12, 0
237753, 180, 11, 0
441513, 80, 21, 0
208051, 12, 9, 0
272096, 80, 6, 0
284954, 30, 16, 0
381526, 5, 3, 1
292119, 5, 4, 1
125066, 65, 10, 0
187563, 45, 7, 0
254950, 1, 5, 1
23696, 25, 6, 0
400524, 60, 12, 0
357420, 5, 8, 0
286366, 45, 9, 0
216736, 40, 10, 0
170826, 20, 10, 0
457689, 40, 5, 0
197582, 80, 14, 0
124468, 365, 9, 0
269813, 2, 5, 1
187403, 25, 2, 0
86995, 80, 20, 0
257229, 40, 10, 0
129435, 50, 9, 0
306818, 10, 11, 0
127780, 315, 11, 0
233975, 20, 8, 0
227320, 60, 14, 0
100230, 20, 6, 0
282462, 25, 14, 0
391660, 55, 12, 0
263264, 60, 15, 0
159138, 60, 7, 0
265710, 60, 7, 0
387066, 50, 13, 0
103894, 25, 20, 0
31808, 65, 14, 0
70184, 40, 10, 0
61978, 30, 9, 0
321719, 50, 16, 0
151935, 140, 12, 0
21294, 40, 6, 0
154570, 55, 6, 0
92742, 26, 3, 0
281234, 130, 9, 0
194923, 20, 5, 1
117846, 30, 7, 0
97529, 105, 14, 0
70375, 45, 13, 0
232650, 17, 10, 0
80894, 100, 7, 0
394698, 50, 10, 0
378875, 15, 17, 0
473826, 60, 20, 0
101879, 20, 2, 1
345562, 35, 3, 0
250496, 380, 11, 0
454766, 25, 8, 0
142660, 172, 9, 0
180929, 1470, 9, 0
332822, 60, 8, 0
126894, 50, 11, 0
99438, 75, 18, 0
55708, 205, 11, 0
291683, 50, 12, 0
118885, 37, 14, 0
315204, 80, 12, 0
349244, 85, 8, 0
221428, 55, 11, 0
7358, 140, 10, 0
439801, 120, 15, 0
90996, 20, 8, 0
87125, 65, 6, 0
117952, 18, 11, 0
293558, 22, 9, 0
67153, 15, 5, 1
283362, 75, 11, 0
367229, 20, 12, 0
154408, 55, 7, 0
92312, 15, 7, 0
193094, 20, 5, 1
505484, 260, 10, 0
266820, 60, 8, 0
338773, 95, 6, 0
51357, 45, 9, 0
273250, 3, 3, 1
150890, 70, 11, 0
102883, 40, 6, 0
286158, 240, 7, 0
391729, 45, 16, 0
50097, 45, 4, 0
77680, 25, 9, 0
374163, 380, 7, 0
208760, 35, 5, 0
35649, 15, 5, 1
410013, 50, 9, 0
18056, 55, 9, 0
68878, 4, 4, 1
423818, 15, 8, 0
268432, 35, 8, 0
466374, 25, 7, 0
274396, 55, 19, 0
197096, 1230, 13, 0
167050, 70, 10, 0
128821, 35, 6, 0
283157, 20, 10, 0
268262, 60, 9, 0
254531, 16, 14, 0
99112, 25, 13, 0
62967, 20, 11, 0
369246, 115, 17, 0
49837, 55, 7, 0
17465, 15, 7, 0
178332, 30, 7, 0
217107, 40, 10, 0
115057, 80, 8, 0
319502, 13, 6, 0
322979, 25, 6, 0
272047, 26, 9, 0
29948, 15, 5, 1
25279, 20, 11, 0
307483, 35, 10, 0
103679, 55, 12, 0
86667, 45, 16, 0
101340, 35, 8, 0
43532, 40, 10, 0
456618, 25, 4, 0
41636, 10, 5, 1
84062, 30, 9, 0
71182, 40, 7, 0
425383, 40, 10, 0
354214, 75, 15, 0
348740, 15, 6, 0
144610, 205, 10, 0
503683, 28, 10, 0
59430, 75, 8, 0
285034, 65, 8, 0
105369, 30, 13, 0
21454, 20, 6, 0
45235, 13, 6, 0
271012, 1485, 11, 0
211841, 80, 9, 0
50259, 10, 4, 1
477146, 70, 15, 0
28976, 75, 13, 0
5471, 14, 5, 1
150204, 25, 8, 0
224332, 35, 7, 0
85967, 40, 4, 0
82823, 15, 8, 0
41051, 40, 13, 0
39957, 50, 9, 0
17361, 40, 11, 0
220764, 250, 10, 0
64831, 5, 4, 1
281304, 25, 12, 0
183668, 15, 3, 1
89183, 100, 10, 0
302514, 20, 8, 0
472680, 4, 6, 0
216261, 35, 12, 0
317081, 5, 5, 1
159333, 30, 11, 0
352202, 300, 11, 0
206519, 1290, 9, 0
156731, 50, 11, 0
29389, 43, 15, 0
49930, 8, 4, 1
134744, 25, 8, 0
111205, 15, 4, 1
12642, 510, 8, 0
225222, 90, 7, 0
195861, 260, 7, 0
97312, 25, 6, 0
52802, 55, 10, 0
414530, 20, 5, 1
493794, 84, 10, 0
114611, 25, 5, 0
365941, 35, 12, 0
356701, 40, 7, 0
102370, 250, 13, 0
87075, 30, 9, 0
247417, 10, 9, 0
89871, 60, 14, 0
94449, 630, 13, 0
98856, 40, 14, 0
104122, 30, 11, 0
104179, 90, 10, 0
376747, 50, 11, 0
409757, 220, 12, 0
260017, 80, 12, 0
184781, 765, 11, 0
123796, 90, 10, 0
462833, 30, 7, 0
228762, 5, 6, 0
346015, 35, 6, 0
134324, 15, 7, 0
336768, 38, 14, 0
14296, 20, 12, 0
299354, 45, 7, 0
222037, 55, 6, 0
197164, 5, 6, 0
328196, 15, 6, 0
165059, 30, 8, 0
370215, 50, 10, 0
102339, 11, 11, 0
110180, 75, 8, 0
47344, 11, 3, 1
472033, 10, 3, 1
138391, 44, 8, 0
165177, 45, 11, 0
83954, 15, 6, 0
370497, 5, 6, 0
178131, 30, 5, 0
65166, 30, 10, 0
13506, 140, 13, 0
265351, 5, 2, 1
127752, 510, 13, 0
39719, 20, 8, 0
76123, 70, 5, 0
460403, 45, 12, 0
363229, 40, 17, 0
79304, 45, 8, 0
93146, 80, 13, 0
216094, 30, 6, 0
152623, 10, 4, 1
364586, 50, 8, 0
329238, 80, 7, 0
149750, 47, 9, 0
118368, 5, 6, 0
213228, 75, 8, 0
312037, 21, 6, 0
228242, 20, 11, 0
216954, 20, 8, 0
121061, 45, 9, 0
429436, 120, 13, 0
86025, 25, 6, 0
156663, 120, 18, 0
96963, 19, 4, 1
335824, 40, 6, 0
475184, 45, 11, 0
92246, 55, 10, 0
210779, 15, 6, 0
89987, 310, 6, 0
166437, 50, 9, 0
466153, 30, 9, 0
334846, 200, 7, 0
130932, 45, 6, 0
37081, 6, 5, 1
441132, 13, 12, 0
35406, 10, 5, 1
238164, 25, 8, 0
312080, 35, 15, 0
41398, 45, 7, 0
267255, 50, 10, 0
304607, 90, 7, 0
190718, 370, 8, 0
343712, 30, 14, 0
332000, 314, 10, 0
381194, 10, 7, 0
196013, 20, 14, 0
260095, 30, 4, 0
69622, 15, 7, 0
383930, 5, 6, 0
420234, 60, 9, 0
42151, 35, 5, 0
59802, 20, 9, 0
362693, 50, 11, 0
40483, 30, 8, 0
278729, 25, 5, 0
427475, 10, 2, 1
170004, 24, 12, 0
51944, 45, 11, 0
188505, 35, 12, 0
5448, 30, 7, 0
406867, 40, 7, 0
167803, 240, 7, 0
94818, 45, 15, 0
149667, 70, 8, 0
426261, 10, 7, 0
352673, 35, 6, 0
123646, 35, 8, 0
366774, 45, 6, 0
272393, 75, 13, 0
114343, 22, 12, 0
263517, 75, 10, 0
368263, 20, 11, 0
303394, 30, 6, 0
301726, 15, 5, 1
177482, 22, 6, 0
356543, 45, 4, 0
76279, 25, 6, 0
70302, 70, 12, 0
304055, 2, 3, 1
8002, 10, 9, 0
138787, 25, 5, 0
194106, 55, 13, 0
391896, 15, 5, 1
309184, 130, 6, 0
67961, 10, 5, 1
366604, 70, 14, 0
500227, 36, 9, 0
505615, 4, 6, 0
30704, 220, 7, 0
427449, 40, 9, 0
378052, 40, 16, 0
22251, 155, 8, 0
478620, 50, 9, 0
246181, 10, 6, 0
9967, 100, 10, 0
8905, 25, 13, 0
280831, 50, 8, 0
494061, 20, 7, 0
80788, 195, 9, 0
388053, 5, 5, 1
100648, 15, 6, 0
287798, 20, 6, 0
432470, 5, 5, 1
239777, 40, 12, 0
119433, 15, 6, 0
281958, 40, 8, 0
56469, 10, 5, 1
91694, 35, 14, 0
410395, 35, 11, 0
375734, 55, 11, 0
48491, 90, 12, 0
34247, 150, 14, 0
191186, 45, 9, 0
250702, 2, 2, 1
427447, 190, 9, 0
455247, 60, 10, 0
206216, 20, 14, 0
249897, 90, 11, 0
429059, 60, 12, 0
117365, 70, 12, 0
240049, 308, 7, 0
394323, 5, 4, 1
208092, 24, 6, 0
343780, 110, 12, 0
242990, 480, 7, 0
85985, 50, 6, 0
266307, 10, 8, 0
258219, 150, 8, 0
287144, 15, 5, 1
194207, 5, 4, 1
272954, 25, 10, 0
509880, 620, 8, 0
77441, 90, 7, 0
80803, 15, 8, 0
266010, 5, 5, 1
258880, 5, 6, 0
178882, 60, 7, 0
61101, 33, 8, 0
266027, 5, 4, 1
297183, 13, 5, 1
312165, 25, 10, 0
372965, 10, 12, 0
68845, 135, 7, 0
412711, 25, 9, 0
255078, 90, 5, 0
449227, 45, 14, 0
373506, 20, 17, 0
53860, 35, 10, 0
84447, 15, 7, 0
7379, 70, 29, 0
15835, 55, 8, 0
207115, 80, 6, 0
355770, 155, 3, 0
81220, 10, 11, 0
80610, 40, 14, 0
52277, 45, 8, 0
252296, 65, 2, 0
253218, 100, 9, 0
22682, 32, 9, 0
321748, 12, 7, 0
187091, 40, 8, 0
132134, 45, 12, 0
329634, 3, 4, 1
284370, 20, 9, 0
282629, 615, 14, 0
467558, 5, 4, 1
348095, 55, 9, 0
244928, 15, 6, 0
111449, 23, 10, 0
110713, 50, 13, 0
105653, 60, 5, 0
238708, 175, 13, 0
503545, 150, 6, 0
369567, 75, 11, 0
217132, 45, 12, 0
212909, 50, 5, 0
375839, 1485, 15, 0
340935, 13, 5, 1
11030, 50, 7, 0
427793, 13, 3, 1
74401, 45, 15, 0
20887, 20, 6, 0
387050, 75, 18, 0
263814, 30, 7, 0
62466, 40, 13, 0
106004, 40, 10, 0
328742, 155, 18, 0
400561, 25, 12, 0
473860, 45, 7, 0
208279, 60, 10, 0
189349, 35, 7, 0
256772, 5, 5, 1
4227, 1, 12, 0
67929, 90, 18, 0
344468, 15, 6, 0
345929, 12, 10, 0
32378, 20, 8, 0
156985, 35, 7, 0
12174, 70, 8, 0
39565, 36, 8, 0
12682, 40, 6, 0
5331, 1, 6, 0
61115, 65, 15, 0
17871, 35, 12, 0
174830, 30, 15, 0
411732, 22, 7, 0
59609, 30, 8, 0
403864, 20, 10, 0
150218, 80, 9, 0
198058, 50, 9, 0
26063, 40, 10, 0
54243, 5, 7, 0
324126, 30, 7, 0
100387, 5, 5, 1
428258, 65, 5, 0
250840, 10, 7, 0
515553, 15, 9, 0
87273, 70, 9, 0
504280, 45, 18, 0
300453, 19, 4, 1
205584, 30, 15, 0
349902, 90, 13, 0
284548, 35, 7, 0
397838, 375, 9, 0
211559, 90, 12, 0
203448, 200, 8, 0
329053, 30, 9, 0
213876, 45, 12, 0
179293, 10, 4, 1
84712, 5, 5, 1
354023, 35, 13, 0
35040, 55, 11, 0
451744, 40, 8, 0
31861, 45, 8, 0
280346, 30, 17, 0
305659, 35, 5, 0
310122, 90, 10, 0
11157, 20, 11, 0
313111, 30, 9, 0
70954, 45, 11, 0
154012, 65, 9, 0
267416, 15, 4, 1
150397, 40, 15, 0
348452, 2, 4, 1
190679, 30, 10, 0
66292, 15, 14, 0
165058, 375, 8, 0
54715, 15, 6, 0
81324, 4, 5, 1
252245, 25, 8, 0
324603, 10, 8, 0
445896, 30, 8, 0
298992, 8, 3, 1
62383, 55, 9, 0
106773, 18, 5, 1
152072, 10, 4, 1
326818, 35, 8, 0
404412, 20, 7, 0
318450, 30, 5, 0
373368, 20, 6, 0
153716, 210, 8, 0
454598, 15, 9, 0
303976, 20, 9, 0
231199, 65, 8, 0
312007, 10, 7, 0
368462, 10, 9, 0
325286, 20, 6, 0
293896, 15, 6, 0
206527, 10, 9, 0
224929, 500, 4, 0
229205, 50, 8, 0
484082, 60, 20, 0
420245, 20, 7, 0
50932, 25, 8, 0
192540, 60, 11, 0
198934, 70, 10, 0
90928, 25, 6, 0
17877, 320, 8, 0
40630, 35, 6, 0
265910, 70, 11, 0
154351, 120, 7, 0
87077, 50, 6, 0
329008, 4, 2, 1
145184, 40, 8, 0
231778, 20, 11, 0
5158, 315, 13, 0
334581, 60, 21, 0
375, 15, 7, 0
264037, 20, 6, 0
31352, 120, 16, 0
12326, 130, 9, 0
376773, 25, 10, 0
170316, 70, 7, 0
95879, 5, 9, 0
421700, 40, 12, 0
371301, 15, 6, 0
262464, 10, 5, 1
15185, 1545, 3, 0
317816, 90, 6, 0
406621, 20, 5, 1
364450, 75, 6, 0
442466, 20, 12, 0
58736, 85, 8, 0
446253, 15, 7, 0
405027, 495, 7, 0
390655, 125, 8, 0
24076, 50, 13, 0
153258, 215, 6, 0
57089, 20, 4, 1
467899, 50, 16, 0
195285, 10, 7, 0
34585, 35, 5, 0
334008, 20, 5, 1
98445, 20, 13, 0
169785, 40, 9, 0
278691, 160, 16, 0
126315, 10, 7, 0
111048, 90, 9, 0
59364, 30, 8, 0
365770, 65, 8, 0
422041, 50, 15, 0
48888, 20, 6, 0
423984, 62, 13, 0
63926, 40, 13, 0
23329, 75, 5, 0
216726, 50, 17, 0
209700, 5, 3, 1
144350, 28, 8, 0
39541, 5, 8, 0
71917, 45, 9, 0
71220, 100, 5, 0
183219, 35, 8, 0
270583, 80, 3, 0
234884, 20, 7, 0
255574, 60, 11, 0
289309, 75, 15, 0
186172, 110, 14, 0
187034, 25, 5, 0
394079, 630, 12, 0
362715, 30, 11, 0
290242, 65, 20, 0
401230, 720, 11, 0
62767, 115, 14, 0
378295, 85, 13, 0
22186, 25, 7, 0
226087, 165, 8, 0
120436, 140, 8, 0
209986, 10, 7, 0
358277, 30, 4, 0
64981, 50, 11, 0
351784, 8, 10, 0
296519, 10, 6, 0
443161, 20, 13, 0
363245, 30, 8, 0
229625, 6, 5, 1
228059, 30, 12, 0
232106, 70, 8, 0
429768, 40, 7, 0
165438, 60, 9, 0
211807, 7, 3, 1
143290, 35, 7, 0
186340, 30, 6, 0
409198, 105, 5, 0
411499, 440, 11, 0
302526, 30, 6, 0
442711, 60, 25, 0
311796, 190, 6, 0
461106, 20, 10, 0
203296, 5, 8, 0
311140, 5, 5, 1
77230, 25, 12, 0
443040, 15, 4, 1
394394, 39, 3, 0
114801, 5, 5, 1
495720, 180, 16, 0
72436, 35, 10, 0
178444, 15, 5, 1
18456, 65, 7, 0
322439, 60, 14, 0
339754, 30, 8, 0
395800, 15, 4, 1
42492, 35, 11, 0
29981, 55, 11, 0
307236, 20, 8, 0
390498, 135, 11, 0
175660, 15, 6, 0
192516, 28, 8, 0
132380, 30, 13, 0
213279, 25, 4, 0
148114, 25, 4, 0
372510, 60, 7, 0
142449, 30, 13, 0
312490, 180, 19, 0
219415, 185, 11, 0
215129, 20, 10, 0
329975, 40, 20, 0
26196, 30, 6, 0
85210, 15, 3, 1
482613, 80, 10, 0
122993, 40, 4, 0
49743, 15, 13, 0
87575, 30, 3, 0
347933, 20, 8, 0
41617, 60, 10, 0
16208, 120, 19, 0
265202, 25, 11, 0
148709, 150, 14, 0
334332, 45, 8, 0
174382, 40, 8, 0
225810, 120, 7, 0
204506, 5, 9, 0
178708, 60, 6, 0
57305, 40, 13, 0
51990, 95, 11, 0
72390, 70, 9, 0
186099, 255, 8, 0
33011, 45, 5, 0
37942, 105, 13, 0
36349, 30, 11, 0
519990, 40, 10, 0
100717, 50, 8, 0
201016, 34, 10, 0
361544, 10, 7, 0
188929, 100, 11, 0
170093, 75, 9, 0
165663, 35, 3, 0
140258, 20, 5, 1
400782, 20, 4, 1
233256, 37, 10, 0
23115, 20, 9, 0
234974, 55, 7, 0
483752, 25, 8, 0
174981, 100, 6, 0
177600, 5, 3, 1
370504, 600, 11, 0
322090, 25, 6, 0
188673, 25, 7, 0
131658, 15, 5, 1
410415, 25, 8, 0
75764, 100, 6, 0
458961, 23, 6, 0
509719, 45, 10, 0
407636, 5, 5, 1
19481, 45, 7, 0
187805, 60, 13, 0
191294, 85, 10, 0
165432, 55, 18, 0
350986, 120, 15, 0
498952, 30, 9, 0
13915, 50, 8, 0
361537, 40, 8, 0
364497, 35, 12, 0
107619, 40, 4, 0
99638, 190, 11, 0
380917, 50, 8, 0
333614, 55, 7, 0
349497, 195, 10, 0
116431, 65, 22, 0
44285, 90, 12, 0
496265, 1860, 11, 0
304382, 1440, 11, 0
16413, 5, 8, 0
410874, 15, 5, 1
29912, 60, 8, 0
362078, 25, 9, 0
532734, 2, 3, 1
184337, 80, 7, 0
170678, 30, 11, 0
517451, 260, 6, 0
288402, 20, 12, 0
61062, 60, 8, 0
352346, 5, 2, 1
130386, 15, 7, 0
312353, 3, 3, 1
133265, 15, 6, 0
72601, 40, 9, 0
369894, 25, 9, 0
24078, 5, 3, 1
257472, 25, 10, 0
176944, 25, 9, 0
386631, 40, 9, 0
366128, 70, 8, 0
199747, 40, 11, 0
194348, 40, 8, 0
34611, 20, 5, 1
242312, 27, 11, 0
75389, 40, 4, 0
111497, 25, 4, 0
229022, 28, 8, 0
274302, 185, 3, 0
261314, 30, 6, 0
325981, 65, 12, 0
58779, 40, 7, 0
209514, 45, 7, 0
333070, 30, 10, 0
277116, 38, 14, 0
360111, 45, 9, 0
395864, 16, 10, 0
231927, 32, 12, 0
385806, 45, 5, 0
64868, 5, 3, 1
167857, 90, 13, 0
394589, 75, 13, 0
341532, 25, 7, 0
25857, 40, 7, 0
273615, 20, 8, 0
406453, 60, 14, 0
207158, 65, 11, 0
440250, 35, 8, 0
261304, 35, 17, 0
212971, 25, 7, 0
356947, 70, 4, 0
364829, 2, 14, 0
31643, 30, 15, 0
468846, 90, 10, 0
257602, 55, 9, 0
122970, 90, 5, 0
263204, 10, 7, 0
161326, 60, 13, 0
69453, 60, 11, 0
491359, 40, 13, 0
160809, 5, 4, 1
13935, 15, 3, 1
379518, 20, 9, 0
229604, 10, 6, 0
460866, 35, 15, 0
17704, 25, 8, 0
372322, 5, 6, 0
392619, 27, 9, 0
279369, 35, 5, 0
469599, 30, 6, 0
220312, 10, 5, 1
54235, 7, 4, 1
261852, 25, 5, 0
428739, 30, 7, 0
119643, 60, 9, 0
310233, 30, 14, 0
269161, 40, 6, 0
224618, 35, 3, 0
262188, 65, 4, 0
482617, 40, 14, 0
381172, 10, 6, 0
290447, 130, 15, 0
495378, 30, 5, 0
483107, 105, 13, 0
387172, 45, 14, 0
305508, 75, 11, 0
271873, 45, 10, 0
450014, 35, 8, 0
240423, 25, 10, 0
280743, 45, 7, 0
232885, 170, 17, 0
420317, 30, 18, 0
173086, 40, 15, 0
331732, 315, 6, 0
56010, 30, 10, 0
119418, 25, 15, 0
96514, 140, 7, 0
117447, 40, 2, 0
521591, 300, 17, 0
228437, 10, 6, 0
416327, 25, 14, 0
506220, 60, 12, 0
84686, 20, 8, 0
1590, 1, 5, 1
98226, 2, 9, 0
445133, 26, 6, 0
69606, 45, 14, 0
144352, 80, 15, 0
57823, 5, 4, 1
140490, 75, 7, 0
179896, 35, 5, 0
49229, 70, 19, 0
423850, 3, 6, 0
34675, 27, 14, 0
8503, 20, 7, 0
13528, 20, 5, 1
224598, 30, 5, 0
298329, 20, 10, 0
163745, 70, 5, 0
42566, 15, 9, 0
234547, 50, 13, 0
423592, 45, 14, 0
203344, 60, 11, 0
140394, 45, 8, 0
419446, 160, 3, 0
376090, 5, 4, 1
343282, 10, 5, 1
145498, 30, 9, 0
221169, 40, 9, 0
223397, 30, 6, 0
392850, 65, 11, 0
236772, 5, 2, 1
481341, 25, 12, 0
392138, 30, 7, 0
455945, 60, 13, 0
423436, 40, 8, 0
352379, 15, 9, 0
167666, 240, 6, 0
412448, 55, 10, 0
461536, 5, 11, 0
281306, 50, 12, 0
84542, 25, 7, 0
202949, 30, 11, 0
189606, 25, 7, 0
230690, 490, 5, 0
109624, 15, 6, 0
127417, 80, 8, 0
238750, 10, 5, 1
192758, 15, 9, 0
59242, 170, 6, 0
354779, 35, 17, 0
275802, 35, 4, 0
420985, 495, 19, 0
80633, 60, 13, 0
246260, 15, 4, 1
390068, 80, 30, 0
209476, 5, 5, 1
27274, 30, 7, 0
435683, 15, 6, 0
339437, 15, 6, 0
328556, 32, 6, 0
367878, 97, 11, 0
481174, 1515, 15, 0
99251, 60, 9, 0
129950, 70, 10, 0
67182, 135, 12, 0
493500, 60, 12, 0
361731, 14, 6, 0
168117, 75, 10, 0
474163, 6, 3, 1
421227, 5, 6, 0
385900, 25, 6, 0
355933, 90, 3, 0
34728, 45, 8, 0
5086, 1, 7, 0
192012, 210, 9, 0
503584, 70, 3, 0
254251, 35, 7, 0
8630, 40, 15, 0
281279, 23, 3, 0
190235, 11, 8, 0
380761, 10, 7, 0
284361, 60, 7, 0
259183, 140, 13, 0
274803, 22, 9, 0
151636, 25, 9, 0
209009, 75, 15, 0
36928, 49, 7, 0
168948, 45, 13, 0
504261, 40, 12, 0
90288, 65, 11, 0
162159, 30, 15, 0
210410, 5, 8, 0
116838, 25, 5, 0
60952, 10, 10, 0
334026, 6, 3, 1
321314, 40, 12, 0
228034, 45, 13, 0
470948, 15, 3, 1
366705, 75, 9, 0
142550, 45, 9, 0
250467, 70, 6, 0
59243, 75, 12, 0
230032, 3, 8, 0
256714, 315, 4, 0
176099, 40, 14, 0
110499, 40, 11, 0
91066, 25, 10, 0
148621, 23, 7, 0
122159, 35, 10, 0
268545, 60, 16, 0
149308, 55, 13, 0
91123, 70, 13, 0
55605, 130, 10, 0
52912, 35, 8, 0
251319, 75, 12, 0
83219, 12, 4, 1
149545, 30, 7, 0
328756, 8, 4, 1
333926, 50, 4, 0
188199, 15, 4, 1
417419, 15, 5, 1
142540, 40, 13, 0
256056, 50, 5, 0
173580, 20, 11, 0
41271, 130, 17, 0
202121, 60, 13, 0
247473, 5, 5, 1
295488, 1470, 8, 0
