minutes, ingredients
306409, 30, 10
243988, 45, 16
13245, 10, 5
16678, 65, 9
313187, 35, 10
458796, 17, 6
456785, 45, 13
407094, 60, 10
298986, 60, 11
192972, 15, 5
182512, 15, 7
55284, 25, 11
302454, 60, 12
136486, 45, 6
119801, 25, 9
30091, 30, 8
463808, 20, 9
454027, 65, 10
80229, 65, 8
56660, 65, 18
40486, 40, 10
39628, 30, 8
96582, 45, 7
468430, 30, 13
397991, 20, 10
124138, 65, 10
159981, 20, 7
245848, 15, 4
8921, 50, 9
61992, 25, 4
118118, 65, 10
501494, 30, 6
499452, 20, 12
273611, 60, 3
467079, 65, 7
250419, 65, 3
211502, 65, 28
55138, 65, 9
43848, 50, 14
239392, 15, 6
413568, 65, 15
497634, 35, 14
312376, 15, 10
29276, 10, 4
616, 65, 7
141156, 65, 8
350397, 53, 20
506656, 40, 19
62998, 60, 7
484158, 25, 5
155795, 25, 13
412058, 30, 4
61793, 65, 8
228801, 20, 8
117199, 37, 9
184490, 10, 8
18486, 5, 4
76645, 65, 9
314940, 25, 4
122476, 30, 7
26682, 5, 7
450343, 12, 5
337617, 65, 13
17626, 40, 5
263584, 30, 5
58035, 25, 8
160706, 20, 12
49095, 65, 14
75757, 20, 8
454943, 14, 15
152403, 65, 11
386658, 65, 8
221850, 65, 14
89326, 40, 10
47264, 65, 13
218281, 30, 10
138713, 65, 12
319664, 45, 7
423823, 65, 7
307075, 65, 8
147655, 65, 16
59004, 65, 5
257703, 65, 13
289479, 28, 7
411937, 30, 7
190526, 7, 6
478574, 60, 7
115243, 65, 11
362389, 35, 10
192852, 65, 14
473919, 65, 5
211539, 13, 10
183587, 30, 8
381195, 65, 14
163451, 40, 4
55253, 65, 11
271811, 65, 13
205082, 17, 6
190492, 20, 11
180680, 15, 6
416836, 15, 3
244471, 20, 6
311202, 60, 11
490814, 30, 10
118561, 65, 8
216759, 65, 25
89217, 4, 6
126398, 25, 7
399280, 30, 10
51554, 40, 17
262865, 65, 16
170621, 10, 9
48942, 65, 11
398650, 30, 8
66847, 65, 16
256363, 23, 12
290148, 20, 10
344430, 10, 5
201456, 50, 7
295694, 65, 11
498540, 65, 12
262416, 65, 8
443964, 65, 10
253366, 60, 13
81488, 12, 10
115097, 5, 11
246282, 30, 4
11172, 10, 13
92861, 5, 5
162205, 35, 9
382384, 65, 6
18092, 65, 7
213798, 45, 12
339538, 35, 8
337078, 45, 6
151481, 65, 6
48326, 55, 10
104370, 60, 6
374905, 45, 17
457169, 60, 11
121445, 5, 3
107538, 20, 15
349385, 5, 4
437620, 10, 7
479312, 25, 8
142328, 65, 11
418249, 25, 6
424893, 17, 6
436515, 65, 8
501918, 40, 2
439249, 65, 9
137568, 65, 5
91582, 45, 8
406454, 10, 8
264284, 7, 7
100569, 65, 9
202579, 62, 9
147508, 65, 6
39186, 20, 11
403239, 65, 8
304244, 5, 7
476782, 65, 10
48502, 35, 9
170118, 8, 10
95181, 15, 5
107194, 25, 11
372632, 60, 8
218041, 65, 5
304537, 2, 6
299410, 15, 5
4906, 50, 16
188051, 65, 19
22862, 65, 6
173079, 15, 10
335059, 65, 14
486236, 65, 7
252028, 22, 5
269446, 60, 17
42831, 65, 7
239961, 35, 12
182098, 5, 4
228165, 38, 10
437714, 10, 8
358716, 55, 11
417174, 5, 6
334490, 10, 8
409225, 14, 11
392199, 25, 4
243627, 26, 4
214603, 65, 14
143083, 65, 13
96320, 30, 7
147518, 35, 16
110350, 60, 6
196683, 45, 7
17250, 65, 14
359922, 50, 11
261487, 60, 10
201981, 40, 16
21508, 65, 22
181929, 40, 16
435803, 25, 4
4304, 0, 10
135773, 30, 9
177854, 30, 7
112425, 65, 13
246377, 40, 13
419162, 20, 5
254527, 65, 15
145493, 20, 7
349260, 20, 8
249081, 31, 7
164902, 40, 14
92035, 18, 7
279707, 35, 10
88321, 55, 9
44213, 65, 10
26346, 30, 8
305947, 55, 12
12650, 10, 8
118877, 17, 9
126326, 15, 8
355632, 65, 11
114884, 65, 8
476525, 65, 3
34212, 30, 7
282319, 5, 6
69799, 45, 13
7671, 65, 9
119308, 35, 7
114726, 35, 11
57868, 5, 4
487135, 65, 7
64118, 65, 12
236014, 65, 10
47297, 10, 7
217155, 60, 4
442149, 65, 17
198799, 35, 10
18584, 15, 2
189206, 30, 14
223616, 30, 11
228625, 25, 9
115505, 30, 11
26404, 40, 10
24236, 40, 7
93989, 50, 12
322523, 42, 15
104402, 25, 4
457895, 4, 4
400935, 40, 10
76477, 30, 6
121349, 30, 11
252131, 45, 12
503292, 15, 2
440223, 35, 8
8524, 40, 8
409742, 60, 7
196187, 20, 9
202051, 60, 11
203986, 35, 5
369501, 10, 13
25030, 30, 12
228188, 30, 6
308762, 10, 8
133725, 45, 9
310736, 45, 6
73863, 5, 5
289700, 60, 10
423150, 15, 8
57566, 65, 11
194576, 65, 8
197000, 20, 8
43224, 18, 5
85243, 5, 4
233235, 65, 14
456871, 60, 7
245460, 20, 6
387944, 65, 10
30230, 5, 6
86968, 40, 13
40017, 20, 9
181728, 20, 9
376063, 65, 6
124342, 65, 12
7724, 0, 7
310861, 2, 4
473419, 21, 10
69143, 25, 6
320840, 22, 6
175667, 55, 9
386562, 9, 9
321882, 15, 10
5368, 60, 8
411947, 12, 5
100219, 10, 3
342719, 2, 7
64550, 15, 6
387296, 45, 7
12478, 65, 9
295838, 20, 8
34674, 65, 10
502995, 65, 11
99742, 10, 6
254276, 15, 4
264473, 10, 8
386977, 65, 11
217079, 65, 12
123479, 10, 6
320714, 55, 14
36953, 30, 11
220344, 65, 12
341080, 33, 6
21018, 5, 7
40725, 5, 8
104942, 32, 6
269692, 30, 8
251528, 65, 6
243479, 3, 6
156269, 40, 8
398504, 25, 8
84382, 53, 8
69836, 55, 7
204837, 60, 7
80476, 65, 8
136841, 45, 8
228012, 25, 9
188784, 35, 10
194178, 45, 8
18541, 45, 8
398831, 30, 10
455536, 20, 6
148160, 10, 7
308378, 65, 12
169824, 65, 9
354024, 2, 25
36426, 55, 10
266048, 15, 5
144983, 48, 17
81027, 38, 8
70362, 10, 5
141668, 65, 7
505732, 10, 5
430468, 65, 16
80110, 15, 13
360616, 27, 7
350189, 40, 16
469496, 45, 9
449845, 24, 5
157106, 65, 13
50741, 15, 7
200512, 65, 13
26792, 19, 4
177444, 7, 6
249020, 35, 5
14301, 45, 7
121123, 15, 8
85414, 25, 8
475920, 5, 10
170679, 65, 5
232016, 65, 7
172798, 20, 11
50980, 10, 3
280181, 20, 7
154541, 40, 5
119222, 25, 15
467392, 20, 6
106321, 60, 13
324690, 3, 6
142300, 50, 9
135350, 40, 9
121298, 3, 4
213471, 10, 6
375809, 55, 11
265574, 25, 8
207473, 30, 6
156435, 10, 8
93065, 45, 14
40559, 65, 11
61589, 15, 4
68134, 65, 8
222202, 65, 12
75311, 25, 13
98070, 40, 12
189399, 7, 1
396905, 50, 11
180850, 5, 2
369931, 20, 8
444113, 50, 7
124116, 65, 8
8890, 40, 8
175012, 45, 13
411663, 30, 11
153041, 40, 11
335023, 60, 13
91226, 45, 10
284252, 65, 13
446322, 5, 8
44336, 55, 6
122450, 5, 3
427623, 65, 17
143248, 30, 5
395241, 45, 10
190409, 50, 7
349395, 5, 3
409287, 65, 12
362375, 26, 7
26684, 10, 8
95633, 40, 14
313339, 30, 10
117255, 65, 6
392832, 60, 21
257912, 65, 12
39119, 5, 8
148818, 35, 11
696, 65, 15
170356, 35, 9
65862, 40, 8
204924, 3, 2
33484, 15, 5
348696, 40, 6
205985, 65, 11
366907, 65, 10
10928, 10, 6
280150, 5, 3
178493, 5, 3
69429, 65, 15
257475, 5, 4
220024, 65, 7
507114, 12, 8
280536, 20, 9
277222, 60, 5
122095, 50, 17
38835, 50, 10
388215, 12, 5
454230, 5, 8
497758, 65, 10
150135, 65, 9
179545, 65, 8
18004, 45, 7
442910, 30, 13
107653, 5, 7
415475, 35, 11
181477, 65, 12
467573, 20, 9
399572, 65, 7
173122, 60, 13
369264, 65, 18
404740, 45, 6
256975, 40, 9
118298, 60, 16
78106, 65, 7
343353, 65, 8
391919, 35, 10
249134, 10, 8
123383, 15, 4
67639, 40, 7
172398, 65, 3
50260, 15, 12
157161, 65, 8
188451, 15, 8
54002, 14, 10
208391, 26, 8
288850, 65, 10
103837, 10, 8
431850, 20, 16
292436, 30, 6
219737, 50, 18
228676, 55, 16
78881, 15, 10
304245, 40, 7
449833, 20, 8
148419, 15, 3
330184, 25, 9
264805, 40, 12
85966, 45, 11
449302, 40, 4
453092, 20, 8
78062, 50, 10
106873, 15, 7
39197, 45, 13
145414, 40, 8
136711, 15, 4
214740, 65, 11
194727, 30, 4
474085, 10, 6
322779, 35, 8
19528, 40, 9
383881, 20, 9
451347, 40, 12
89456, 20, 4
206367, 17, 6
359378, 30, 8
80644, 30, 8
286521, 28, 9
460680, 65, 6
82531, 65, 15
40399, 40, 13
230739, 25, 8
518396, 5, 6
307926, 15, 7
291631, 35, 13
192728, 40, 7
176347, 20, 9
304357, 15, 7
186981, 50, 10
18911, 65, 9
257172, 10, 6
233209, 10, 2
24075, 60, 7
47673, 20, 6
137540, 45, 8
272006, 65, 8
115531, 20, 6
207679, 45, 7
186993, 15, 7
99817, 10, 8
199077, 11, 6
314734, 50, 16
140902, 65, 13
31237, 20, 8
280460, 28, 4
326961, 45, 7
117091, 55, 7
142833, 30, 8
58074, 25, 7
314658, 18, 8
272379, 10, 8
60591, 60, 7
176506, 35, 7
30999, 15, 9
260313, 25, 13
500830, 55, 10
453266, 25, 6
43201, 65, 17
468905, 40, 12
142613, 35, 9
36278, 65, 12
80710, 65, 8
537071, 35, 13
17378, 30, 11
37925, 65, 15
34432, 65, 20
449926, 65, 10
237334, 65, 13
116249, 20, 6
394408, 65, 9
80992, 40, 10
129177, 25, 7
413438, 20, 11
132430, 45, 8
59736, 40, 10
212731, 65, 8
96273, 65, 8
475605, 50, 15
66936, 25, 7
435958, 65, 8
102464, 65, 8
233765, 10, 6
403280, 5, 9
138718, 65, 12
22557, 45, 6
238688, 65, 8
262570, 65, 5
487347, 65, 13
398214, 45, 9
231161, 35, 7
59353, 65, 2
441524, 10, 12
252036, 45, 7
356862, 25, 9
289053, 5, 3
32520, 14, 6
155274, 23, 3
119406, 65, 5
98700, 55, 11
13429, 30, 16
32820, 30, 12
197023, 65, 10
104769, 23, 12
34288, 35, 11
12775, 55, 5
127048, 35, 9
373421, 30, 11
222539, 40, 5
160446, 25, 9
491223, 40, 11
50707, 60, 5
445393, 5, 5
165001, 38, 6
134460, 65, 4
246989, 65, 6
287861, 65, 7
198646, 50, 12
219706, 40, 18
476891, 20, 8
116139, 65, 7
198098, 65, 10
490269, 10, 4
57959, 32, 9
104795, 65, 13
12983, 50, 10
273516, 65, 12
13077, 45, 18
268609, 55, 10
3103, 65, 13
195750, 15, 5
159956, 65, 12
153637, 40, 8
164371, 1, 8
256598, 20, 8
182730, 40, 14
243758, 65, 15
99660, 25, 13
463321, 55, 6
13052, 30, 5
356666, 50, 6
276544, 10, 5
64867, 37, 10
123119, 30, 8
446981, 65, 13
353359, 10, 12
81243, 65, 8
151328, 20, 9
201876, 30, 8
239309, 17, 10
40935, 10, 3
302353, 65, 11
198013, 65, 11
196390, 10, 5
253911, 20, 10
316207, 65, 11
108955, 60, 15
192026, 65, 16
41288, 40, 14
260212, 5, 4
8637, 15, 7
229852, 10, 4
171227, 65, 10
267253, 65, 15
172571, 45, 10
212739, 65, 4
121097, 60, 11
224246, 50, 14
235313, 65, 12
14379, 25, 7
306816, 65, 10
237736, 5, 6
75610, 65, 12
135672, 55, 12
314160, 65, 4
385433, 65, 17
506606, 65, 8
486857, 65, 11
504092, 40, 6
59764, 35, 5
101775, 30, 11
218195, 20, 9
477870, 65, 10
96926, 40, 13
10781, 40, 8
407581, 50, 6
329060, 55, 9
52395, 45, 7
133714, 50, 19
326287, 20, 4
313157, 15, 9
286258, 25, 5
454927, 15, 20
327981, 37, 15
36432, 5, 7
263723, 25, 9
168671, 65, 17
386760, 20, 6
99142, 20, 7
442852, 15, 10
39893, 10, 10
152805, 65, 9
207905, 20, 10
405471, 5, 3
215306, 10, 7
183768, 35, 11
114657, 45, 7
264581, 65, 3
54328, 50, 16
348427, 15, 8
36858, 30, 5
175797, 65, 8
3495, 0, 8
66836, 5, 4
139720, 15, 5
275542, 65, 5
214032, 15, 6
262302, 10, 5
177548, 5, 6
100208, 60, 9
158199, 30, 3
176278, 65, 15
21428, 16, 3
190507, 25, 8
474805, 30, 9
437238, 20, 7
292567, 50, 12
439218, 65, 12
20595, 30, 8
279986, 10, 12
33835, 65, 15
503348, 20, 9
271844, 24, 6
218469, 40, 9
260315, 20, 13
112556, 15, 9
40733, 65, 11
317448, 65, 19
220304, 5, 4
21924, 65, 14
447953, 65, 12
376679, 55, 6
257327, 5, 5
156741, 33, 11
48446, 40, 9
59384, 10, 9
188181, 50, 4
205700, 65, 11
14319, 28, 7
207969, 11, 5
377160, 47, 7
27695, 5, 5
346123, 15, 9
137111, 42, 8
347302, 40, 8
61412, 30, 8
89249, 65, 17
406757, 44, 12
221014, 65, 12
193378, 32, 9
40267, 45, 5
19839, 65, 12
218299, 15, 8
20152, 65, 10
58796, 25, 10
22483, 65, 14
415344, 5, 5
76202, 57, 7
134666, 45, 11
317818, 40, 7
57906, 65, 3
145390, 20, 9
202658, 25, 7
230378, 5, 3
55220, 5, 6
248125, 65, 7
115105, 50, 10
31309, 22, 7
299258, 2, 8
132874, 40, 8
47078, 65, 11
208680, 15, 8
198408, 60, 15
252461, 65, 8
449634, 25, 8
205848, 65, 11
136794, 60, 13
242418, 55, 11
466467, 65, 13
475262, 20, 8
65010, 65, 8
517093, 65, 7
100727, 25, 10
131278, 15, 9
219584, 65, 9
80925, 30, 14
431496, 65, 12
35413, 65, 8
152643, 65, 18
198921, 65, 10
134244, 15, 6
36868, 35, 8
264523, 55, 5
417300, 65, 7
381582, 15, 8
379381, 15, 7
382364, 55, 12
109584, 60, 13
225459, 65, 5
45854, 22, 8
444046, 15, 8
98793, 10, 10
260714, 30, 14
141481, 40, 3
170103, 65, 18
282533, 20, 5
92048, 15, 11
292220, 10, 6
309347, 30, 9
333981, 5, 9
36163, 23, 9
314767, 30, 6
442925, 65, 8
361070, 15, 10
135675, 40, 6
414212, 32, 8
340464, 35, 9
10022, 30, 11
210021, 65, 13
96284, 10, 6
48715, 50, 10
241534, 40, 10
444314, 65, 11
388411, 20, 5
345306, 15, 10
66686, 40, 8
17023, 65, 6
302438, 30, 14
203039, 10, 9
232162, 65, 5
46527, 65, 14
37423, 40, 5
143811, 65, 17
466166, 65, 13
152450, 40, 7
429472, 65, 18
25457, 65, 10
344096, 30, 18
239327, 65, 11
372307, 25, 3
124132, 25, 9
34172, 65, 16
191328, 30, 6
170905, 20, 7
322715, 65, 9
504504, 15, 11
88221, 45, 8
64485, 28, 13
13757, 45, 10
32074, 35, 7
459929, 45, 7
500355, 5, 5
159343, 15, 7
253664, 2, 5
227419, 35, 5
424089, 30, 9
282498, 55, 5
93746, 65, 7
203108, 65, 11
297343, 15, 8
153774, 20, 7
537331, 65, 21
118738, 60, 8
249404, 25, 6
348351, 50, 12
536610, 35, 6
196617, 65, 9
297858, 23, 8
254008, 65, 7
235739, 40, 12
45653, 65, 15
191099, 25, 13
52458, 35, 7
72567, 65, 11
31570, 40, 8
195052, 15, 7
416219, 10, 6
456361, 65, 13
140253, 40, 12
474725, 30, 10
135032, 65, 9
214055, 65, 10
527429, 40, 8
293628, 5, 7
299707, 12, 7
264420, 5, 7
24967, 20, 9
170966, 5, 4
150857, 65, 8
54561, 45, 8
260692, 35, 9
71109, 65, 8
19994, 65, 11
241560, 30, 11
179179, 65, 7
256914, 40, 7
242957, 20, 5
94240, 50, 15
121263, 40, 3
503055, 30, 15
490416, 65, 10
102457, 35, 6
133994, 65, 8
225759, 20, 7
58634, 30, 10
378792, 35, 15
91718, 5, 6
97753, 50, 7
236769, 45, 10
79101, 45, 6
375310, 10, 11
36137, 65, 12
244475, 65, 4
40023, 55, 9
381015, 3, 4
386522, 65, 6
225867, 65, 12
506597, 35, 14
389623, 20, 7
370553, 55, 7
334224, 10, 7
374932, 65, 19
231792, 4, 2
329342, 17, 8
209084, 65, 2
196583, 65, 6
220125, 18, 8
212054, 65, 12
307094, 51, 10
60931, 65, 8
21959, 19, 9
310111, 45, 12
156857, 10, 5
110893, 30, 8
70337, 65, 13
417049, 22, 4
174612, 65, 14
190535, 30, 11
73825, 65, 16
290614, 5, 7
336455, 45, 6
313056, 45, 9
175923, 40, 7
425545, 65, 14
161882, 65, 5
317230, 15, 2
63944, 45, 10
323630, 10, 5
229375, 20, 10
120581, 5, 7
441135, 5, 5
180771, 32, 16
91631, 35, 5
268814, 65, 10
324680, 30, 9
95732, 20, 8
471547, 20, 3
80318, 65, 10
454141, 10, 6
278519, 45, 9
201036, 20, 4
210531, 38, 7
197132, 16, 6
119375, 60, 9
217890, 15, 8
164890, 45, 7
55927, 36, 10
320584, 20, 9
114925, 6, 4
192901, 20, 11
451524, 65, 4
430423, 65, 11
398355, 20, 9
182648, 2, 6
417564, 30, 8
2927, 0, 9
133096, 35, 12
521673, 65, 18
88963, 60, 11
503502, 65, 5
431977, 60, 5
168932, 20, 11
22171, 65, 6
22943, 16, 6
449706, 50, 10
493782, 20, 6
278870, 65, 7
141269, 60, 9
62351, 50, 9
84431, 30, 8
353708, 65, 10
446595, 65, 8
343100, 45, 9
292560, 15, 4
78969, 60, 9
259180, 25, 7
348612, 25, 13
284016, 40, 13
206913, 15, 3
352970, 47, 11
162846, 65, 11
85823, 10, 4
212184, 10, 4
167989, 5, 6
408140, 40, 5
127099, 15, 7
381155, 65, 12
219630, 5, 10
232055, 13, 7
136797, 60, 13
374597, 20, 8
47601, 65, 9
328043, 35, 9
122996, 46, 3
108082, 50, 8
209741, 50, 10
397968, 30, 12
70603, 17, 9
228261, 30, 4
514180, 55, 11
62797, 25, 8
499476, 45, 13
158503, 5, 11
322583, 12, 7
199953, 40, 10
134644, 45, 7
32093, 30, 4
49851, 65, 11
261428, 65, 11
222153, 30, 7
27667, 65, 11
219057, 65, 7
159312, 65, 11
298855, 50, 6
8962, 17, 13
158156, 65, 20
23705, 15, 5
282691, 35, 13
58179, 20, 7
228536, 30, 14
367362, 22, 11
105993, 1, 11
242182, 45, 7
288862, 35, 7
190911, 40, 10
414578, 65, 9
16364, 25, 6
121442, 65, 6
154440, 65, 11
297721, 5, 2
239050, 25, 8
8813, 22, 9
104118, 55, 8
201470, 15, 5
192922, 55, 12
235800, 10, 3
241569, 3, 5
507317, 25, 9
264356, 60, 12
286395, 65, 9
78894, 65, 9
357031, 10, 7
125468, 40, 8
187641, 21, 11
274360, 10, 3
282054, 65, 13
93930, 45, 7
394207, 65, 11
3027, 65, 7
95769, 65, 10
82099, 50, 11
285969, 20, 11
90702, 10, 4
257290, 6, 4
393904, 40, 10
311459, 45, 14
511844, 65, 9
327016, 65, 10
340619, 50, 10
504604, 30, 11
211814, 40, 5
98264, 55, 6
53366, 50, 16
257759, 65, 14
335831, 65, 19
297105, 65, 11
47757, 7, 3
310415, 35, 11
4957, 65, 3
402724, 55, 6
112779, 65, 9
428481, 65, 16
59601, 55, 11
342070, 25, 6
327957, 40, 16
338128, 45, 7
473002, 65, 15
350448, 65, 16
186149, 20, 7
219800, 65, 9
448175, 25, 9
484514, 35, 13
262798, 65, 10
4950, 65, 9
338564, 65, 5
158990, 60, 12
512987, 40, 10
127614, 30, 11
295696, 15, 9
530158, 65, 9
409715, 35, 8
130758, 13, 5
273103, 10, 5
31799, 7, 4
437677, 55, 11
47959, 45, 12
69947, 65, 10
375208, 40, 4
7108, 35, 4
190538, 45, 12
372024, 25, 14
523436, 40, 5
74242, 23, 8
248590, 40, 12
400643, 30, 9
377795, 35, 11
442054, 65, 11
136970, 25, 9
332019, 15, 9
137565, 40, 6
349427, 30, 10
8161, 65, 7
455487, 20, 5
73159, 35, 8
490644, 10, 5
219409, 20, 11
480824, 22, 8
455157, 15, 3
264991, 60, 12
83380, 25, 10
148388, 65, 16
155217, 65, 7
82187, 15, 12
208553, 30, 6
217798, 65, 10
395188, 30, 6
144518, 27, 10
492975, 65, 13
216880, 25, 9
17797, 65, 10
357525, 65, 6
145946, 60, 10
165805, 65, 10
201358, 55, 5
390188, 20, 11
112873, 54, 13
11570, 65, 10
286352, 8, 15
247258, 15, 6
422414, 65, 14
160847, 15, 8
451919, 65, 8
123691, 5, 6
68609, 46, 17
185502, 15, 10
118973, 10, 5
86013, 60, 19
94074, 15, 6
391709, 60, 15
283317, 41, 14
21168, 60, 6
144021, 50, 8
10408, 10, 9
452304, 15, 6
104702, 65, 13
198017, 1, 5
30377, 65, 8
380076, 60, 13
203994, 45, 12
197651, 54, 9
179140, 65, 8
304891, 65, 7
15790, 65, 6
353850, 55, 11
359194, 20, 7
124642, 35, 10
128349, 60, 10
111735, 50, 15
65641, 40, 10
287934, 5, 4
147699, 20, 5
115414, 65, 10
13901, 30, 8
108528, 65, 8
203494, 35, 10
165418, 65, 18
269534, 60, 14
275609, 11, 3
302055, 30, 13
230552, 40, 6
224522, 60, 4
72534, 30, 11
380612, 20, 5
91520, 5, 7
175849, 30, 12
302339, 4, 2
48976, 30, 13
504270, 65, 7
125144, 65, 9
18933, 45, 14
73999, 65, 9
335400, 60, 22
64154, 25, 6
147261, 5, 3
147772, 65, 6
130225, 20, 5
86518, 65, 6
453161, 65, 9
173583, 65, 9
134023, 65, 8
63023, 45, 8
201355, 1, 6
308390, 2, 3
232082, 50, 10
199646, 60, 16
103672, 65, 17
68527, 65, 5
183661, 10, 2
2393, 65, 10
108774, 50, 13
52936, 65, 13
130905, 60, 8
299073, 5, 4
355259, 55, 9
289114, 65, 10
124952, 60, 15
157534, 30, 8
25959, 44, 10
25094, 35, 9
282850, 30, 9
202976, 65, 10
305054, 10, 8
282324, 65, 11
371572, 25, 9
508147, 45, 11
108103, 27, 10
76068, 10, 6
305200, 60, 6
326744, 40, 12
190692, 65, 15
67092, 50, 7
355893, 45, 8
104836, 65, 6
114532, 65, 14
46787, 60, 10
321077, 40, 10
188978, 65, 15
387294, 60, 17
151441, 45, 3
361957, 20, 10
179254, 60, 6
384375, 10, 7
319666, 5, 5
374229, 5, 6
176329, 55, 8
149483, 8, 8
245877, 45, 7
101838, 13, 6
359498, 65, 7
15361, 35, 9
45786, 65, 8
358802, 65, 8
56059, 40, 6
133699, 60, 10
527221, 60, 15
134992, 55, 8
392914, 25, 11
384738, 15, 5
416451, 65, 5
101705, 35, 13
15323, 15, 6
523883, 20, 12
442003, 65, 5
349520, 25, 10
91237, 22, 9
40306, 10, 7
421962, 15, 9
426697, 65, 13
475573, 55, 12
432, 65, 10
101999, 10, 4
316098, 30, 9
414099, 8, 8
65683, 27, 13
293259, 20, 12
10376, 40, 13
320092, 34, 10
506680, 5, 5
60832, 40, 9
321723, 15, 7
174195, 55, 15
290500, 50, 4
312046, 15, 9
21722, 60, 8
228403, 50, 12
412338, 20, 9
509870, 20, 9
173744, 2, 4
64462, 65, 8
382990, 12, 7
310006, 65, 16
457122, 65, 8
221940, 10, 5
429580, 15, 9
308070, 15, 10
181844, 50, 5
362765, 45, 9
157069, 13, 8
82340, 30, 9
145381, 25, 12
455990, 20, 11
373726, 40, 13
15659, 35, 4
67666, 2, 7
289407, 10, 8
98668, 65, 9
306653, 5, 4
441955, 65, 11
197390, 60, 10
289608, 5, 4
303878, 2, 6
431489, 65, 8
251201, 65, 11
58020, 26, 6
259670, 65, 11
189491, 15, 7
402681, 65, 11
211583, 27, 16
325438, 20, 13
61891, 65, 7
245, 10, 8
344544, 10, 5
404353, 45, 9
456999, 3, 5
40915, 10, 6
192597, 2, 4
77324, 2, 4
109864, 65, 13
266158, 40, 10
86348, 30, 10
255434, 40, 12
82544, 15, 10
23635, 65, 15
89314, 30, 10
126473, 25, 8
147943, 45, 11
488539, 15, 7
10581, 5, 6
224737, 25, 12
202346, 20, 11
483202, 65, 10
306226, 65, 13
309806, 20, 3
206898, 30, 6
373485, 30, 14
169354, 30, 6
453788, 65, 5
140618, 25, 9
17861, 15, 9
13602, 30, 6
506837, 20, 7
23059, 60, 15
15453, 16, 11
326876, 15, 8
173763, 35, 13
302865, 50, 10
198810, 40, 7
8438, 20, 10
470491, 30, 4
258527, 40, 6
262287, 35, 10
221263, 35, 3
67319, 40, 10
215523, 30, 10
264030, 65, 13
113143, 65, 10
390832, 25, 5
64703, 45, 14
179938, 35, 13
394259, 34, 11
14161, 35, 11
319473, 60, 14
216497, 20, 6
227078, 2, 6
13663, 65, 13
121360, 65, 7
33651, 65, 8
27656, 65, 14
333763, 65, 16
114433, 30, 11
290708, 45, 8
234696, 50, 4
208132, 65, 23
42177, 20, 6
101686, 15, 9
22949, 30, 10
41189, 50, 9
279702, 35, 4
19070, 65, 6
112978, 65, 16
85258, 3, 2
109952, 65, 7
719, 20, 13
168240, 5, 6
274168, 45, 4
27125, 45, 20
32618, 30, 10
98688, 40, 5
56490, 65, 13
410952, 12, 4
432076, 5, 7
174595, 5, 6
200972, 30, 6
333095, 35, 10
57486, 65, 5
165708, 65, 12
74343, 45, 6
414771, 60, 9
386402, 20, 12
270709, 45, 8
65155, 30, 10
135216, 55, 5
60870, 45, 6
20374, 55, 12
235988, 50, 13
472625, 65, 11
4546, 25, 5
330414, 65, 18
171805, 25, 9
367655, 35, 13
370195, 65, 9
405764, 20, 6
198897, 45, 12
200495, 65, 7
68795, 10, 7
386520, 40, 10
305139, 25, 10
52337, 15, 7
467579, 20, 4
97289, 25, 14
35964, 45, 10
303980, 35, 11
250481, 55, 7
208483, 65, 12
154605, 13, 5
368100, 50, 11
153109, 50, 16
63415, 20, 6
436027, 65, 10
309913, 30, 13
184259, 35, 6
6558, 65, 11
39196, 65, 10
202129, 50, 9
196806, 65, 9
368320, 25, 5
290463, 48, 15
115323, 65, 7
415404, 65, 12
83054, 10, 9
253538, 28, 9
104114, 15, 7
365364, 5, 14
171380, 5, 8
426046, 60, 11
534283, 65, 10
158700, 32, 11
162944, 30, 5
425526, 60, 13
81780, 65, 6
91539, 10, 14
42715, 50, 10
322529, 15, 5
8568, 65, 15
273224, 65, 6
44915, 65, 17
336692, 30, 8
373500, 65, 7
140534, 10, 3
91588, 40, 13
15568, 10, 6
468981, 65, 10
466059, 65, 11
384493, 25, 10
327263, 65, 8
69880, 60, 9
43336, 10, 13
86689, 40, 9
255161, 45, 11
288067, 23, 10
357240, 65, 7
149251, 65, 11
74381, 65, 6
116902, 40, 5
79242, 65, 10
24370, 65, 11
113198, 65, 22
389688, 65, 12
283635, 65, 12
263545, 65, 6
85091, 20, 13
13888, 65, 18
73771, 25, 10
45108, 11, 8
142729, 40, 12
505945, 25, 13
241427, 65, 6
16129, 27, 8
208994, 65, 11
45072, 65, 6
138620, 30, 6
191455, 5, 13
57342, 23, 9
5435, 18, 3
163034, 60, 8
145159, 60, 16
462296, 25, 5
152337, 30, 9
393869, 65, 8
252512, 5, 5
499302, 20, 4
150119, 15, 6
187861, 65, 6
466, 65, 12
15070, 65, 9
48169, 65, 4
312799, 20, 6
289155, 19, 9
470579, 65, 10
216926, 12, 9
164213, 25, 6
135464, 55, 12
136495, 30, 10
306841, 45, 21
318273, 25, 12
98725, 5, 11
323021, 10, 13
104473, 60, 9
247434, 25, 11
289466, 65, 8
260337, 30, 13
22413, 65, 12
115811, 45, 9
40363, 65, 12
76192, 40, 12
145818, 50, 8
460106, 55, 15
361332, 30, 9
310974, 30, 9
135047, 15, 9
407194, 25, 5
65512, 30, 9
80543, 65, 8
200578, 15, 4
466201, 30, 10
471149, 65, 10
149377, 65, 16
132600, 35, 10
149620, 65, 12
