id, minutes, n_ingredients
5482, 15, 5
162940, 5, 2
148802, 25, 5
35962, 45, 4
180780, 45, 5
294547, 10, 3
26999, 60, 4
107907, 25, 4
510915, 495, 2
308005, 25, 4
89885, 5, 3
429604, 70, 5
271812, 15, 5
305206, 25, 5
412071, 15, 5
458400, 28, 5
403985, 15, 5
39863, 250, 5
172845, 35, 4
70726, 15, 3
178075, 10, 5
251507, 10, 5
205118, 5, 5
242951, 55, 5
303511, 130, 5
443357, 5, 5
268202, 25, 4
331363, 15, 4
280658, 1, 4
138459, 20, 4
323151, 18, 2
93543, 6, 5
213064, 60, 5
155164, 35, 4
137027, 34570, 4
175272, 6, 4
232889, 30, 5
442533, 40, 5
315101, 10, 5
348779, 15, 5
187865, 2, 4
327004, 2910, 3
140961, 19, 5
268146, 40, 4
512993, 5, 5
483263, 2, 3
436412, 25, 5
1217, 20, 4
65981, 540, 5
515824, 2, 3
266374, 1, 2
528318, 10, 2
306776, 20, 5
324858, 20, 5
460107, 5, 4
89204, 243, 5
45212, 6, 5
321041, 10, 4
284765, 25, 4
279177, 17, 3
161699, 5, 4
167476, 20, 5
19420, 30, 5
153609, 10, 4
167092, 5, 3
316789, 10, 4
141384, 95, 5
166507, 42, 4
408417, 13, 4
115915, 3, 5
125613, 45, 4
128218, 303, 5
241995, 35, 4
60433, 35, 4
9514, 121, 5
497373, 55, 5
373062, 25, 5
213095, 4, 3
421863, 65, 5
26614, 35, 4
516517, 65, 5
123820, 2, 3
185377, 40, 3
45549, 10, 3
128523, 12, 4
100272, 5, 5
298616, 50, 5
273674, 20, 5
310653, 40, 5
32188, 10, 4
437554, 70, 4
291715, 5, 4
490123, 32, 2
20809, 10, 4
125493, 5, 4
312790, 5, 3
28175, 260, 3
414472, 30, 4
420978, 15, 5
291581, 135, 5
83073, 15, 4
133469, 75, 4
373046, 2, 4
314725, 250, 5
300215, 7, 4
388125, 5, 4
460380, 20, 5
201222, 30, 4
220406, 5, 3
426879, 75, 5
104260, 26, 4
198005, 105, 5
449318, 65, 5
229486, 20, 5
312231, 195, 5
37664, 65, 5
339595, 40, 5
177746, 10, 5
360091, 80, 5
67282, 5, 5
35844, 3, 3
411526, 785, 4
194478, 5, 2
40276, 5, 3
307913, 25, 5
66451, 35, 3
498523, 1, 4
36617, 15, 3
208325, 60, 4
19559, 70, 5
429562, 5, 4
188691, 17, 5
263281, 185, 5
117872, 15, 4
72233, 10, 5
387323, 10, 4
73276, 10, 4
12732, 25, 4
61560, 48, 5
421326, 10, 5
467722, 5, 3
261214, 20, 5
105678, 65, 5
390937, 21, 4
195678, 10, 5
208238, 40, 5
172009, 4, 5
245582, 125, 5
64728, 70, 5
110662, 30, 4
63973, 5, 4
374286, 10, 5
427294, 2, 3
113614, 30, 3
111018, 8, 4
162376, 3, 3
129198, 60, 5
58271, 25, 4
136590, 25, 4
85012, 12, 5
76840, 15, 4
147609, 40, 5
124388, 12, 5
94273, 10, 5
256254, 60, 4
321519, 2, 2
154224, 35, 5
60365, 67, 4
258131, 4, 3
279483, 10, 5
92665, 65, 4
52386, 145, 5
255250, 30, 5
491631, 10, 3
78846, 15, 5
145533, 2, 4
161950, 5, 5
446790, 40, 2
199882, 15, 4
192122, 30, 5
28319, 10, 4
21030, 60, 5
262564, 210, 4
201463, 17, 5
157930, 482, 2
153462, 620, 5
92739, 365, 5
295736, 35, 4
330040, 7, 4
119388, 10, 3
232768, 5, 5
249695, 3, 4
304225, 50, 5
364560, 30, 4
393635, 20, 5
139338, 22, 3
259957, 5, 3
280492, 35, 3
408910, 135, 5
148100, 45, 4
270584, 140, 5
149284, 140, 5
87195, 5, 3
499606, 8, 5
424050, 20, 5
201761, 365, 4
78686, 40, 5
293134, 25, 4
276991, 7, 5
361663, 75, 4
274336, 4, 2
169882, 95, 2
151577, 15, 4
411505, 120, 5
68336, 5, 3
118880, 7, 2
502445, 27, 5
338431, 15, 2
197887, 5, 4
477408, 5, 4
289291, 605, 2
276357, 10, 5
155779, 40, 4
102532, 50, 4
124391, 12, 4
391941, 5, 2
273495, 11, 3
445964, 130, 5
229685, 55, 5
206641, 15, 3
226245, 40, 2
31578, 4, 4
103757, 5, 4
258397, 15, 2
253363, 22, 4
82357, 90, 5
204386, 10, 3
362354, 20, 5
285876, 15, 5
108094, 10, 5
263645, 16, 4
248003, 9120, 3
304947, 45, 3
218380, 15, 3
137618, 70, 5
57559, 20, 4
57266, 15, 4
20822, 10, 3
166797, 7, 4
171463, 10, 3
38181, 50, 5
517213, 15, 4
5240, 1, 5
170877, 30, 5
191914, 2, 3
149395, 100, 4
290683, 10, 4
325235, 55, 3
60149, 35, 4
276889, 60, 4
284802, 110, 5
190626, 25, 5
170713, 90, 5
163974, 45, 5
335065, 40, 5
292679, 5, 3
472367, 5, 3
363986, 50, 4
363791, 5, 3
111201, 80, 3
238101, 5, 5
305194, 250, 4
138049, 10, 4
207821, 40, 5
248198, 11, 5
278081, 180, 5
143652, 490, 4
98903, 25, 4
395869, 20, 5
285983, 20, 4
307194, 8, 2
141864, 25, 5
438851, 5, 4
156955, 15, 5
235450, 255, 5
339915, 25, 4
294799, 125, 3
302972, 21, 2
284630, 5, 4
175663, 25, 5
256950, 20, 5
204126, 510, 5
188232, 15, 5
89908, 25, 5
156044, 135, 5
255706, 15, 3
220266, 35, 5
149428, 5, 5
418426, 2, 4
324030, 10, 3
31163, 130, 5
333597, 1, 3
247442, 3, 5
16603, 7205, 3
333785, 5, 3
347753, 8, 5
21302, 20, 5
496341, 45, 5
224040, 20, 5
141847, 240, 5
21731, 25, 5
315512, 13, 4
253380, 185, 4
280103, 4340, 3
23759, 21, 5
129905, 5, 3
307920, 30, 4
208568, 40, 4
378288, 10, 3
428524, 10, 5
21629, 5, 5
161663, 20, 5
279097, 75, 2
37859, 70, 4
274193, 20, 4
142403, 75, 4
131426, 9, 4
271853, 40, 5
191815, 15, 5
179736, 20, 5
7844, 1, 4
26245, 20, 4
98493, 120, 4
33309, 30, 4
305564, 10, 5
428665, 10, 4
101891, 50, 5
154565, 50, 5
448818, 15, 5
17061, 25, 5
352855, 17, 4
505700, 40, 5
29934, 10, 4
296711, 17, 3
85663, 30, 3
193696, 15, 5
45415, 10, 5
514920, 25, 5
299698, 70, 4
210033, 20, 4
294207, 70, 5
204040, 20, 3
44682, 35, 5
116190, 10, 4
195219, 1, 4
273515, 15, 5
204666, 70, 5
198665, 10, 4
174848, 60, 4
146428, 10, 4
293919, 2, 4
403892, 33, 4
436807, 30, 5
133646, 55, 5
89854, 70, 5
176717, 40, 4
333349, 10, 4
293430, 140, 5
85711, 5, 4
318976, 35, 4
417603, 2, 5
460103, 2, 3
218360, 20, 4
90161, 70, 5
89874, 28, 5
163282, 5, 4
423878, 45, 5
166972, 19, 2
251855, 2, 4
505748, 3, 3
132064, 20, 4
166847, 200, 4
232883, 60, 5
216180, 35, 4
202143, 20, 5
397443, 5, 4
138539, 5, 5
414998, 3, 4
338895, 5, 3
402316, 65, 5
388815, 10, 4
177383, 75, 5
288082, 5, 4
137951, 10, 5
208673, 10, 4
456187, 135, 3
116672, 5, 3
39370, 45, 4
40264, 70, 5
224839, 255, 5
127605, 5, 3
97832, 30, 3
90865, 85, 5
149945, 20, 5
313310, 135, 4
114652, 35, 5
317981, 15, 5
294304, 3, 3
322111, 10, 3
97721, 10, 4
426142, 500, 5
205838, 5, 5
319068, 25, 5
338865, 5, 3
199456, 25, 3
86225, 30, 3
416207, 10, 4
38527, 15, 4
496551, 85, 5
351691, 10, 3
95757, 50, 5
163592, 15, 5
304833, 100, 4
362562, 5, 2
319792, 17, 5
204820, 9, 4
279585, 8, 3
107473, 15, 5
515004, 55, 5
83923, 10, 3
348308, 5, 5
431352, 50, 4
22663, 490, 5
348117, 3, 3
503642, 2, 4
502281, 11, 3
412392, 15, 5
342658, 45, 3
4489, 120, 5
114064, 25, 3
426566, 7, 3
252935, 60, 5
149518, 3, 3
122045, 35, 3
81364, 20, 3
111220, 210, 4
346473, 7, 2
413761, 30, 5
294576, 25, 4
276069, 5, 5
417781, 20, 5
354170, 10, 5
38630, 10, 5
49490, 50, 5
249488, 2, 3
241750, 60, 4
476971, 70, 5
194247, 2910, 3
164236, 5, 5
311311, 5, 5
227942, 15, 3
16520, 14, 5
79944, 70, 5
151876, 21, 5
47791, 65, 4
458995, 15, 5
255888, 25, 5
18162, 20, 5
355217, 50, 4
460989, 10, 4
16483, 100, 3
37101, 10, 4
375572, 2, 5
42555, 30, 4
111219, 185, 3
26283, 33, 4
280288, 55, 5
396715, 40, 4
47223, 15, 5
156484, 2, 4
215383, 127, 5
207082, 25, 4
375121, 5, 5
232830, 10, 5
36273, 1, 5
376834, 105, 4
82203, 65, 3
253592, 122, 2
334351, 15, 5
317077, 10, 3
92228, 40, 5
394230, 70, 5
292952, 90, 5
501733, 20, 4
427503, 16, 2
169531, 70, 4
80217, 13, 5
109769, 35, 5
66473, 5, 4
316670, 5, 5
135132, 90, 3
224578, 6, 5
407694, 25, 5
280481, 50, 4
352071, 20, 5
253661, 2, 3
65909, 10, 5
361001, 40, 5
67867, 10, 5
408186, 5, 3
225775, 3, 2
66958, 15, 4
340942, 30, 3
223533, 140, 3
251521, 30, 2
217181, 10, 3
130443, 10, 4
153371, 15, 4
270161, 7, 4
218998, 20, 3
233484, 50, 3
254748, 765, 4
87530, 1, 4
117593, 185, 5
196549, 75, 3
246936, 40, 5
231159, 15, 3
73219, 10, 4
176909, 30, 4
361815, 75, 4
67821, 20, 5
236261, 5, 4
49131, 5, 5
325740, 20, 3
394489, 25, 4
102188, 65, 4
483399, 35, 5
181775, 17, 3
170043, 15, 5
104233, 140, 5
86913, 40, 4
369551, 6, 4
151522, 50, 4
56127, 15, 3
460795, 20, 5
31510, 15, 4
301889, 20, 5
11458, 5, 2
144630, 10, 5
471976, 20, 5
220858, 5, 2
46757, 3, 4
110945, 26, 5
328632, 50, 5
183723, 30, 5
230288, 15, 3
317049, 55, 3
285893, 1, 3
327232, 3, 5
53121, 30, 5
39066, 10, 3
29255, 25, 4
340384, 15, 5
293985, 500, 5
337962, 25, 5
486094, 7, 5
269548, 5, 5
249639, 2, 2
28866, 110, 3
364119, 7, 4
165451, 5, 5
145367, 5, 5
361175, 30, 5
92499, 60, 4
116147, 6, 4
302965, 485, 3
205281, 6, 5
31371, 30, 4
142249, 10, 3
227511, 15, 2
194487, 60, 5
303285, 40, 4
428485, 2, 5
60413, 40, 4
62106, 35, 4
467332, 10, 4
270578, 15, 5
141346, 10, 2
499942, 25, 5
114857, 10, 4
67895, 183, 2
137439, 20, 3
100374, 75, 5
74052, 150, 5
255307, 445, 5
104498, 5, 4
53804, 10, 5
251152, 15, 5
294773, 25, 4
314607, 40, 5
209151, 50, 4
77479, 28, 5
137463, 5, 5
41439, 10, 5
253537, 18, 4
87384, 38, 4
217134, 5, 3
129886, 150, 5
360480, 5, 5
296176, 6, 4
228273, 9, 4
269082, 5, 4
306104, 40, 5
45215, 6, 5
303241, 190, 5
16163, 735, 5
188336, 10, 4
137830, 8, 3
280762, 195, 5
62079, 5, 5
441106, 17, 4
206544, 10, 5
144055, 185, 4
300998, 20, 5
290979, 15, 5
30560, 10, 5
450102, 40, 4
381324, 20, 5
300910, 15, 4
266401, 65, 4
339582, 60, 4
157633, 30, 3
367484, 55, 5
251609, 5, 4
271150, 2, 5
344620, 21, 5
351701, 60, 5
162471, 2, 4
386319, 485, 4
312997, 20, 5
191457, 25, 5
171793, 5, 3
281241, 5, 2
364800, 5, 4
240345, 4, 5
142787, 250, 4
388740, 17, 5
173429, 135, 5
144175, 35, 5
236424, 6, 3
452703, 5, 2
496767, 45, 5
421074, 8, 4
395821, 9, 5
514796, 35, 5
507321, 20, 4
313128, 5, 4
75193, 30, 4
198293, 35, 5
312160, 5, 4
90176, 20, 4
210916, 125, 3
223458, 10, 4
92800, 20, 3
198386, 30, 5
266962, 10, 4
527645, 10, 3
165970, 50, 5
355692, 10, 5
254895, 40, 3
144626, 10, 2
98077, 2, 3
253534, 5, 3
79415, 12, 4
367080, 2, 4
134516, 28, 4
319017, 5, 5
70075, 10, 5
429758, 60, 5
181188, 245, 2
148194, 25, 4
158289, 2, 5
193212, 20, 4
69150, 6, 4
106104, 50, 5
346880, 20, 4
408030, 15, 4
47136, 35, 5
210892, 375, 5
63352, 20, 5
30405, 30, 5
294603, 25, 5
121343, 5, 3
78015, 35, 5
162297, 15, 4
389810, 15, 4
21826, 55, 4
483029, 12, 4
304579, 19, 3
195921, 65, 4
436261, 18, 5
260588, 190, 4
89157, 5, 5
58934, 35, 4
325795, 1830, 2
380677, 2, 2
137680, 20, 4
12801, 40, 2
221116, 5, 4
340551, 10, 5
452295, 25, 4
311412, 30, 4
170280, 30, 3
428882, 20, 4
466722, 20, 5
292326, 60, 5
323310, 6, 3
34902, 10, 5
252676, 30, 5
244330, 42, 4
97475, 10, 5
80231, 15, 4
43249, 15, 4
41195, 10, 3
13201, 75, 5
238380, 35, 2
188585, 10, 5
219962, 25, 4
307396, 30, 5
265688, 15, 5
73421, 40, 4
69503, 255, 5
238299, 40, 5
79483, 28, 5
438729, 70, 5
308361, 10, 5
387965, 3, 4
389592, 15, 3
355327, 7, 4
433203, 55, 5
57781, 100, 4
51528, 10, 5
342942, 15, 5
167035, 55, 5
414810, 15, 4
294532, 10, 4
100956, 45, 5
230372, 3, 4
116884, 30, 4
67529, 12, 4
186875, 18, 5
209777, 5, 4
111456, 80, 3
250366, 5, 5
426801, 6, 3
139953, 40, 5
73263, 555, 5
391744, 15, 5
103296, 15, 4
310937, 120, 5
8040, 15, 5
93617, 20, 4
262958, 18, 5
213033, 45, 4
402958, 5, 4
163092, 7, 2
275842, 250, 4
76529, 30, 5
251376, 10, 4
325171, 30, 4
43768, 10, 3
206969, 30, 5
175052, 10, 3
451185, 17, 4
77141, 35, 5
46908, 75, 5
271901, 5, 5
164780, 13, 4
456703, 20, 5
316425, 25, 5
14178, 10, 3
262788, 45, 4
343340, 80, 4
139972, 10, 4
313740, 10, 4
503006, 50, 5
434212, 35, 1
287677, 5, 3
262571, 25, 4
23836, 15, 5
232740, 10, 5
327962, 10, 3
371419, 65, 5
9934, 50, 5
499084, 735, 4
114285, 27, 5
149132, 5, 5
254002, 5, 5
154335, 245, 5
338282, 5, 4
93226, 15, 3
375553, 15, 5
105830, 35, 4
277313, 5, 5
103678, 65, 5
102329, 30, 4
17451, 85, 4
165964, 30, 3
88809, 5, 4
60689, 9, 4
54700, 5, 5
529577, 25, 5
134923, 70, 5
117787, 75, 3
415787, 490, 5
189113, 10, 5
421199, 70, 4
431403, 5, 4
26198, 5, 4
93215, 10, 5
334392, 7, 4
119528, 65, 3
207034, 25, 5
171663, 7, 5
157848, 36, 5
466577, 20, 5
333618, 40, 5
245105, 10, 5
60054, 15, 5
70736, 45, 5
279117, 5, 4
371150, 12, 4
507169, 2, 3
271904, 20, 5
43579, 1860, 5
31736, 17, 4
251571, 1, 3
145963, 480, 5
341819, 130, 3
44929, 1440, 5
33417, 10, 5
429591, 5, 5
377707, 22, 5
44048, 25, 3
177345, 22, 5
206069, 185, 5
54898, 20, 5
167194, 22, 5
150729, 5, 3
101117, 5, 4
169260, 6, 4
3944, 1, 4
60993, 20, 5
306245, 50, 4
147537, 10, 3
85522, 65, 2
179148, 60, 3
205167, 22, 2
226456, 5, 4
19341, 15, 2
347226, 25, 5
34034, 5, 4
210757, 45, 4
151756, 45, 5
260253, 40, 5
130939, 35, 5
215495, 10, 4
105385, 11, 4
3141, 1, 5
58341, 150, 4
69280, 2, 3
222155, 5, 4
342961, 10, 2
198912, 15, 5
370599, 30, 5
149870, 25, 4
404983, 7, 3
276248, 10, 5
136659, 10, 5
177843, 4, 3
464048, 40, 5
160140, 10, 4
11532, 20, 5
104710, 20, 3
382354, 35, 5
38694, 30, 5
337978, 55, 4
325425, 5, 4
307305, 5, 5
186148, 25, 3
3983, 1, 5
128848, 90, 3
426104, 40, 4
131585, 15, 5
115605, 11, 3
65749, 90, 5
197116, 65, 5
76435, 15, 4
19437, 1, 2
12277, 16, 5
152829, 30, 5
432177, 1080, 5
338460, 100, 5
239564, 14, 4
166125, 15, 5
174635, 5, 4
267322, 10, 4
9298, 20, 3
218520, 10, 5
228501, 490, 5
185928, 15, 5
102058, 8, 5
133654, 65, 4
287012, 9, 5
457808, 8, 5
392036, 30, 4
143226, 20, 4
30721, 10, 5
61540, 45, 5
15248, 15, 5
149253, 130, 4
506872, 1445, 2
375362, 25, 5
221023, 10, 4
203666, 20, 5
205184, 125, 5
148310, 130, 5
59052, 10, 5
404344, 70, 5
253280, 30, 3
7030, 40, 5
233837, 80, 5
36559, 10, 4
198073, 40, 5
178042, 10, 5
214052, 140, 5
250078, 15, 4
458507, 45, 5
133220, 5, 4
291262, 5, 2
313578, 10, 4
318028, 10, 5
172668, 25, 5
25540, 70, 3
161221, 425, 4
20351, 60, 4
336375, 15, 5
389747, 5, 5
434962, 5, 5
142820, 15, 5
150534, 3, 3
261641, 5, 3
181883, 615, 4
58859, 35, 3
298926, 3, 5
147159, 30, 5
228864, 40, 5
150695, 20, 4
299305, 151, 2
90812, 20, 4
98425, 35, 5
245988, 5, 5
505979, 10, 5
146797, 15, 5
20785, 64, 4
145774, 65, 5
108561, 20, 4
37085, 140, 5
353065, 2, 4
17804, 25, 5
135676, 15, 5
507769, 10, 3
278206, 50, 5
191410, 255, 5
26437, 30, 5
235182, 15, 3
295126, 5, 4
456326, 10, 2
221386, 10, 3
270364, 20, 3
72419, 8, 5
320417, 10, 4
111438, 11, 3
135485, 100, 5
158665, 250, 4
290930, 5, 5
242099, 2, 4
143440, 20, 3
243102, 5, 4
154699, 15, 5
263874, 25, 4
48793, 25, 4
102632, 15, 4
348138, 15, 3
391820, 25, 5
232417, 25, 4
202744, 15, 2
142479, 15, 5
48777, 15, 5
85628, 30, 3
193636, 120, 4
186849, 10, 4
164714, 15, 5
355138, 2, 3
475261, 5, 3
14127, 1, 3
417110, 5, 4
139885, 20, 4
50521, 25, 3
33713, 15, 4
29654, 30, 4
477375, 1445, 2
293522, 2, 5
87725, 10, 4
232009, 35, 3
63810, 45, 5
406853, 95, 3
377884, 17, 5
48738, 35, 3
347800, 5, 3
321555, 50, 5
287326, 10, 4
361064, 45, 5
249794, 20, 4
90828, 8, 4
430102, 5, 5
243973, 45, 5
134056, 20, 3
384204, 15, 3
314979, 30, 4
3047, 5040, 5
181934, 20, 4
485255, 10, 5
93720, 40, 4
286476, 25, 5
221929, 20, 4
325590, 65, 3
118240, 40, 5
180350, 20, 4
80719, 20, 5
155497, 81, 5
283719, 5, 5
67197, 15, 3
446884, 20, 3
217288, 18, 4
210530, 45, 5
5272, 5, 4
280318, 13, 4
168184, 7, 3
22072, 135, 4
172474, 25, 4
50225, 90, 4
172751, 30, 3
123845, 55, 5
257093, 10, 5
77989, 20, 3
378753, 65, 5
159490, 20, 3
220493, 30, 4
342260, 75, 3
263392, 20, 5
31113, 5, 4
431060, 10, 5
264351, 840, 4
107059, 5, 4
291627, 490, 5
327378, 485, 4
325993, 55, 5
109990, 15, 4
282608, 20, 4
478296, 5, 3
493219, 40, 5
480851, 9, 5
285897, 9, 5
165947, 38, 3
335294, 32, 3
434296, 18, 5
201779, 25, 3
115411, 1, 2
239439, 28, 3
289287, 200, 4
177904, 7, 4
396758, 160, 4
69382, 3, 3
496552, 30, 5
371774, 20, 5
55056, 83, 5
217404, 7, 2
157662, 35, 5
297283, 35, 4
412470, 10, 5
401595, 40, 5
157904, 40, 5
231028, 5, 2
456498, 10, 3
312692, 25, 5
242699, 140, 5
435734, 25, 5
233592, 25, 4
283252, 18, 4
77269, 490, 2
397633, 10, 5
422755, 37, 4
382686, 15, 5
16451, 20, 5
319745, 5, 4
200025, 2, 3
414608, 5, 5
396869, 20, 3
51688, 10, 5
318391, 10, 5
435457, 15, 4
144477, 30, 4
109117, 20, 5
285575, 70, 4
398125, 5, 5
172220, 485, 3
415732, 8, 5
38620, 5, 5
473577, 375, 5
373997, 10, 5
198968, 15, 4
265903, 5, 4
72032, 5, 3
340943, 30, 5
322096, 35, 5
209673, 20, 5
225120, 40, 5
280163, 30, 5
91111, 30, 4
186127, 25, 4
497320, 22, 5
343292, 8, 5
145495, 5, 4
162232, 10, 4
125009, 23, 3
100261, 310, 4
303254, 20, 5
276221, 5, 4
197333, 35, 5
69953, 1, 4
382820, 17, 5
255264, 2, 4
175197, 35, 5
354906, 15, 3
392222, 65, 5
185104, 70, 4
144561, 190, 5
102162, 30, 5
514163, 6, 5
320657, 13, 5
449473, 25, 5
269730, 6, 5
490834, 60, 5
116299, 20, 5
104717, 25, 5
72141, 40, 4
114048, 75, 3
243862, 60, 5
247997, 15, 4
68213, 23, 5
403606, 6, 4
178528, 48, 2
416574, 30, 4
390660, 5, 3
235777, 3, 4
29623, 2, 4
208163, 95, 4
168464, 10, 5
411817, 22, 4
102957, 18, 4
85428, 375, 5
151762, 18, 5
89860, 370, 5
13268, 40, 4
410740, 50, 4
316155, 23, 4
64804, 725, 3
91292, 25, 5
120610, 25, 4
188384, 20, 3
104312, 20, 5
231826, 10, 5
72185, 10, 4
214707, 8, 5
264452, 2, 5
254498, 15, 2
145655, 5, 4
448124, 495, 5
40281, 11, 5
331059, 30, 5
269245, 14425, 5
133017, 65, 4
484455, 17, 5
200337, 20, 5
26646, 5, 5
203854, 8, 3
111603, 45, 5
186640, 50, 3
137320, 32, 5
16784, 30, 3
263922, 5, 4
390266, 5, 4
388321, 780, 4
179351, 270, 4
201751, 5, 4
102311, 20, 5
411068, 30, 4
432605, 30, 5
470261, 5, 4
223966, 20, 5
318559, 10, 5
254489, 5, 5
84462, 10, 5
213193, 5, 3
19139, 25, 4
330469, 7, 5
347481, 5, 4
220431, 5, 5
321913, 2, 3
463035, 10, 4
427327, 75, 5
502563, 75, 4
235719, 24, 5
118050, 15, 4
372388, 485, 4
346967, 5, 5
103309, 5, 3
333496, 304, 3
112596, 10, 4
65817, 9, 3
163017, 10, 4
231637, 70, 4
331618, 50, 5
32487, 15, 4
479250, 10, 2
182467, 245, 4
57525, 60, 4
341808, 5, 2
493512, 10, 4
29295, 15, 3
41907, 30, 5
50179, 45, 5
38645, 60, 4
122497, 5, 2
122547, 5, 4
380990, 5, 4
102829, 90, 5
88813, 25, 3
362109, 20, 5
335476, 25, 4
291263, 3, 5
77260, 10, 3
474510, 2, 4
94479, 20, 4
90483, 85, 4
166779, 2, 4
468311, 11, 5
270833, 50, 5
274000, 13, 5
4197, 20, 5
130980, 2, 2
219720, 70, 5
163571, 10, 5
279688, 64, 4
273129, 3, 3
398034, 34, 5
85455, 5, 3
188649, 10, 4
216859, 60, 4
120791, 65, 2
424668, 10, 2
487948, 10, 4
107198, 130, 5
196409, 5, 5
296238, 15, 3
149069, 365, 4
221579, 20, 4
81086, 30, 5
156913, 23, 5
169050, 20, 2
139129, 2, 5
364909, 5, 4
283936, 190, 5
77966, 20, 4
81570, 27, 4
81400, 25, 4
344457, 20, 5
34854, 35, 5
185950, 80, 3
288944, 65, 5
513683, 20, 5
481810, 45, 5
73666, 150, 5
56707, 5, 4
64080, 5, 3
206452, 17, 3
222774, 95, 2
373724, 10, 5
414387, 21, 5
235172, 2, 4
509612, 35, 5
60866, 25, 5
110885, 365, 4
294990, 55, 5
230724, 15, 5
109818, 55, 4
284376, 16, 5
7090, 15, 4
138912, 25, 5
254063, 50, 5
205647, 5, 5
26214, 35, 4
15023, 40, 5
398295, 10, 2
26027, 22, 5
80280, 50, 5
338179, 5, 5
222868, 310, 5
28634, 45, 4
160218, 25, 3
497316, 25, 5
33985, 45, 4
139851, 480, 3
162819, 25, 5
147889, 20, 5
389644, 10, 5
333672, 20, 3
58900, 5, 5
389300, 2, 4
92607, 10, 5
145243, 15, 2
331470, 10, 3
455145, 15, 3
502733, 5, 4
226288, 53, 4
76485, 10, 4
309526, 1, 4
187732, 30, 4
32134, 160, 5
57476, 2, 2
181510, 15, 4
131938, 3, 3
218224, 10, 5
412552, 10, 5
253724, 5, 5
150195, 35, 3
388397, 15, 5
473637, 5, 4
272133, 15, 5
209884, 15, 5
59637, 25, 5
232157, 5, 4
157638, 35, 5
468453, 30, 4
71811, 25, 5
125031, 25, 5
38080, 10, 3
146009, 15, 5
86820, 30, 5
164933, 10, 5
143690, 40, 5
121770, 20, 4
475767, 132, 5
375782, 5, 5
20494, 5, 3
113743, 20, 4
398464, 15, 3
101312, 15, 3
38137, 370, 4
62720, 5, 3
56229, 20, 4
176708, 30, 3
239657, 95, 4
359507, 1, 4
288751, 25, 3
15892, 5, 3
4501, 15, 5
420017, 50, 5
321564, 5, 5
108931, 20, 4
158631, 10, 5
161592, 3, 5
358511, 10, 2
365135, 65, 5
137294, 20, 5
246632, 245, 4
223383, 55, 4
216959, 11, 4
221064, 250, 4
366514, 40, 4
218595, 190, 5
136923, 15, 3
144479, 65, 5
238298, 55, 5
353968, 30, 4
166020, 3, 5
176180, 15, 3
214317, 2, 5
311707, 10, 4
8279, 10, 5
108608, 5, 4
71455, 18, 3
329204, 10, 5
514985, 60, 5
483119, 5, 4
261906, 45, 5
441963, 21, 5
64183, 35, 5
276143, 195, 4
430939, 11, 5
111605, 30, 5
47710, 20, 4
355981, 120, 3
26580, 10, 5
237912, 10, 4
307319, 260, 4
280918, 20, 2
184881, 10, 3
50338, 20, 5
269980, 4, 5
105390, 15, 4
15254, 35, 4
35686, 5, 4
347704, 5, 3
374107, 25, 5
76270, 1920, 5
170438, 15, 5
479308, 35, 5
68470, 20, 5
28547, 95, 5
98877, 10, 4
221786, 25, 4
74630, 30, 4
477621, 70, 5
153714, 15, 4
159579, 195, 4
238038, 300, 5
80678, 10, 5
383941, 70, 5
41839, 190, 4
277668, 7, 5
320187, 10, 4
517416, 25, 5
269778, 40, 4
85456, 130, 3
348470, 5, 3
406196, 125, 5
333946, 35, 3
41870, 25, 5
109949, 60, 5
107350, 7, 2
95794, 5, 4
165549, 40, 4
243798, 10, 5
213481, 250, 4
455616, 35, 5
147226, 5, 3
321119, 25, 5
164358, 5, 5
17637, 10, 4
223735, 20, 5
18199, 10, 4
173738, 15, 5
133722, 135, 5
511790, 40, 4
160406, 15, 4
275070, 25, 5
71911, 30, 5
319223, 5, 4
49902, 15, 4
302913, 5, 5
389468, 105, 4
65314, 5, 4
166556, 22, 5
297269, 15, 3
259219, 2, 3
199187, 20, 5
54411, 5, 3
242211, 2, 5
125648, 20, 4
37806, 55, 5
170993, 50, 5
374775, 10, 4
157445, 27, 5
100273, 10082, 2
451196, 5, 4
113294, 15, 4
110225, 30, 4
434495, 10, 5
344624, 35, 4
330747, 12, 4
81566, 5, 3
497918, 90, 4
412831, 2, 5
131463, 20, 5
422491, 3, 4
26654, 45, 4
103773, 2, 4
61061, 5, 4
118895, 25, 5
25305, 14, 5
240135, 2, 4
21738, 50, 4
117194, 5, 2
457812, 5, 5
225359, 45, 5
118461, 22, 5
105614, 130, 3
153907, 10, 3
192834, 35, 2
79559, 35, 4
226835, 26, 5
232351, 16, 5
318513, 2, 2
38806, 35, 5
135341, 50, 5
276987, 4, 2
507315, 45, 5
403803, 2, 3
527396, 9, 5
486073, 15, 5
258529, 30, 4
57687, 50, 4
125007, 15, 4
257429, 55, 5
390977, 10, 4
72033, 3, 5
250168, 2, 3
123602, 10, 3
312767, 30, 4
228943, 280, 5
260303, 5, 5
55828, 363, 4
380069, 60, 5
163460, 40, 4
8447, 10, 3
192390, 10, 5
297234, 185, 3
411516, 1, 3
227571, 60, 5
319983, 5, 3
453892, 10, 3
51775, 10, 5
72155, 60, 5
198138, 35, 4
83016, 2, 3
380896, 45, 5
143154, 2, 3
119182, 15, 4
67173, 60, 4
113785, 180, 3
